UNIQUE_ID,CRASH_DATE,CRASH_TIME,PERSON_AGE,BODILY_INJURY,SAFETY_EQUIPMENT,PERSON_SEX,PERSON_TYPE,PED_LOCATION,CONTRIBUTING_FACTOR_2,EJECTION,COMPLAINT,EMOTIONAL_STATUS,CONTRIBUTING_FACTOR_1,POSITION_IN_VEHICLE,PED_ROLE,PED_ACTION,PERSON_INJURY
11539969,52.0,4.0,23.0,13.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,7.0,3.0,16.0,Injured
11539965,52.0,4.0,32.0,10.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539963,52.0,4.0,28.0,13.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539414,52.0,4.0,31.0,13.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539340,52.0,4.0,22.0,12.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539419,52.0,4.0,26.0,12.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,8.0,3.0,16.0,Injured
11539416,52.0,4.0,54.0,11.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,8.0,3.0,16.0,Injured
11540146,52.0,4.0,4.0,4.0,9.0,M,3.0,3.0,39.0,4.0,17.0,7.0,39.0,1.0,3.0,16.0,Injured
11540143,52.0,4.0,43.0,12.0,8.0,F,2.0,3.0,38.0,3.0,17.0,7.0,38.0,9.0,2.0,10.0,Injured
11539503,52.0,4.0,1.0,3.0,4.0,F,3.0,3.0,39.0,4.0,16.0,7.0,39.0,6.0,3.0,16.0,Injured
11539309,52.0,4.0,38.0,10.0,8.0,M,1.0,3.0,39.0,1.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11540103,52.0,4.0,53.0,12.0,8.0,F,2.0,1.0,38.0,3.0,18.0,7.0,38.0,9.0,2.0,14.0,Injured
11539438,52.0,4.0,14.0,12.0,6.0,M,1.0,3.0,39.0,2.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11540142,52.0,4.0,5.0,12.0,8.0,M,2.0,3.0,38.0,3.0,17.0,7.0,38.0,9.0,2.0,10.0,Injured
11540757,52.0,4.0,31.0,10.0,9.0,F,3.0,3.0,39.0,4.0,15.0,7.0,39.0,10.0,4.0,16.0,Injured
11568515,52.0,0.0,60.0,7.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11568512,52.0,0.0,56.0,13.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539859,52.0,0.0,33.0,12.0,6.0,M,3.0,3.0,39.0,2.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11610692,52.0,0.0,29.0,11.0,9.0,F,3.0,3.0,39.0,4.0,14.0,7.0,39.0,10.0,4.0,16.0,Injured
11540020,52.0,0.0,24.0,5.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11540887,52.0,0.0,18.0,8.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539916,52.0,0.0,64.0,13.0,9.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11540196,52.0,0.0,55.0,11.0,9.0,F,3.0,3.0,39.0,4.0,17.0,7.0,39.0,10.0,4.0,16.0,Injured
11540917,52.0,0.0,59.0,13.0,8.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11546016,52.0,5.0,22.0,11.0,9.0,M,3.0,3.0,39.0,4.0,17.0,7.0,39.0,8.0,3.0,16.0,Injured
11546013,52.0,5.0,25.0,12.0,9.0,M,3.0,3.0,39.0,4.0,17.0,7.0,39.0,10.0,4.0,16.0,Injured
11544735,52.0,5.0,20.0,11.0,9.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11546015,52.0,5.0,23.0,5.0,9.0,M,3.0,3.0,39.0,4.0,17.0,7.0,39.0,10.0,4.0,16.0,Injured
11539487,52.0,5.0,17.0,13.0,8.0,F,2.0,2.0,38.0,3.0,18.0,7.0,38.0,9.0,2.0,13.0,Injured
11539329,52.0,5.0,68.0,11.0,9.0,M,3.0,3.0,39.0,4.0,17.0,7.0,39.0,10.0,4.0,16.0,Injured
11541905,52.0,5.0,67.0,9.0,6.0,F,3.0,3.0,39.0,4.0,18.0,7.0,39.0,7.0,3.0,16.0,Injured
11541997,52.0,5.0,29.0,5.0,8.0,F,2.0,2.0,38.0,3.0,18.0,7.0,38.0,9.0,2.0,13.0,Injured
11541903,52.0,5.0,68.0,12.0,6.0,M,3.0,3.0,39.0,4.0,18.0,7.0,39.0,10.0,4.0,16.0,Injured
11539807,52.0,5.0,55.0,5.0,6.0,M,1.0,3.0,39.0,4.0,13.0,7.0,39.0,10.0,4.0,16.0,Injured
11581398,52.0,5.0,23.0,3.0,9.0,F,3.0,3.0,39.0,4.0,16.0,7.0,39.0,10.0,4.0,16.0,Injured
