UNIQUE_ID,PERSON_AGE,BODILY_INJURY,SAFETY_EQUIPMENT,PERSON_SEX,PERSON_TYPE,PED_LOCATION,CONTRIBUTING_FACTOR_2,EJECTION,COMPLAINT,EMOTIONAL_STATUS,CONTRIBUTING_FACTOR_1,POSITION_IN_VEHICLE,PED_ROLE,PED_ACTION,PERSON_INJURY
12019241,16.0,6.0,-10.0,0,2.0,1.0,0.0,3.0,30.0,10.0,0.0,6.0,3.0,-1.0,Killed
11971468,39.0,10.0,0.0,0,4.0,1.0,0.0,10.0,50.0,10.0,0.0,10.0,5.0,-1.0,Killed
11983545,32.0,10.0,8.0,0,2.0,1.0,0.0,10.0,30.0,8.0,0.0,10.0,5.0,-1.0,Killed
11982958,81.0,8.0,-10.0,1,3.0,5.0,10.0,0.0,30.0,10.0,10.0,-10.0,4.0,4.0,Killed
11979745,40.0,10.0,8.0,0,2.0,1.0,0.0,10.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
11993704,62.0,6.0,0.0,0,1.0,1.0,0.0,10.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
11979267,38.0,1.0,10.0,0,2.0,1.0,0.0,3.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
11997254,95.0,9.0,-10.0,0,3.0,4.0,27.0,0.0,20.0,3.0,27.0,-10.0,4.0,9.0,Killed
11987478,18.0,10.0,-10.0,0,3.0,4.0,10.0,0.0,30.0,10.0,27.0,-10.0,4.0,5.0,Killed
11982422,35.0,9.0,-10.0,0,3.0,3.0,10.0,0.0,30.0,10.0,10.0,-10.0,4.0,5.0,Killed
11984550,32.0,9.0,7.0,0,4.0,1.0,0.0,10.0,50.0,10.0,0.0,10.0,5.0,-1.0,Killed
11994273,66.0,10.0,0.0,0,4.0,1.0,0.0,10.0,20.0,3.0,0.0,7.0,5.0,-1.0,Killed
12018235,36.0,10.0,0.0,0,2.0,1.0,0.0,10.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
12029267,68.0,10.0,-10.0,1,3.0,5.0,10.0,0.0,30.0,8.0,10.0,-10.0,4.0,4.0,Killed
11998317,30.0,10.0,0.0,0,2.0,1.0,0.0,3.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
12020515,66.0,1.0,9.0,0,2.0,1.0,0.0,3.0,0.0,8.0,0.0,10.0,5.0,-1.0,Killed
11989002,56.0,9.0,0.0,0,1.0,1.0,0.0,3.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
11989877,42.0,9.0,10.0,0,2.0,1.0,0.0,3.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
11990810,25.0,10.0,0.0,0,2.0,1.0,0.0,10.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
11994302,22.0,10.0,0.0,1,2.0,1.0,0.0,3.0,30.0,10.0,0.0,8.0,3.0,-1.0,Killed
12007383,27.0,10.0,-10.0,1,3.0,4.0,10.0,0.0,30.0,8.0,27.0,-10.0,4.0,9.0,Killed
11991608,55.0,10.0,0.0,0,1.0,1.0,0.0,10.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
12029201,39.0,9.0,-10.0,1,3.0,5.0,10.0,0.0,50.0,8.0,27.0,-10.0,4.0,9.0,Killed
12019877,51.0,4.0,8.0,0,2.0,1.0,0.0,10.0,30.0,8.0,0.0,10.0,5.0,-1.0,Killed
12007385,63.0,9.0,-10.0,0,3.0,5.0,27.0,0.0,30.0,10.0,40.0,-10.0,4.0,10.0,Killed
11998665,43.0,10.0,-10.0,0,3.0,4.0,10.0,0.0,50.0,10.0,27.0,-10.0,4.0,5.0,Killed
11999722,33.0,9.0,-10.0,0,3.0,4.0,10.0,0.0,50.0,10.0,27.0,-10.0,4.0,9.0,Killed
11998931,2.0,9.0,-10.0,1,3.0,4.0,10.0,0.0,30.0,10.0,10.0,-10.0,4.0,8.0,Killed
12012521,58.0,10.0,-10.0,0,3.0,4.0,10.0,0.0,50.0,10.0,27.0,-10.0,4.0,5.0,Killed
12028393,51.0,9.0,-10.0,0,3.0,3.0,10.0,0.0,50.0,8.0,27.0,-10.0,4.0,-1.0,Killed
12007580,2.0,9.0,-10.0,1,3.0,5.0,10.0,0.0,30.0,10.0,10.0,-10.0,4.0,0.0,Killed
12011711,34.0,6.0,10.0,0,2.0,1.0,0.0,3.0,30.0,10.0,0.0,6.0,3.0,-1.0,Killed
12017682,24.0,9.0,0.0,1,2.0,1.0,0.0,3.0,50.0,8.0,0.0,10.0,5.0,-1.0,Killed
12013549,58.0,9.0,7.0,0,1.0,1.0,0.0,3.0,50.0,10.0,0.0,10.0,5.0,-1.0,Killed
12015212,69.0,10.0,-10.0,0,3.0,4.0,10.0,0.0,30.0,8.0,27.0,-10.0,4.0,9.0,Killed
12022675,46.0,10.0,0.0,0,2.0,1.0,0.0,10.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
12028980,78.0,6.0,-10.0,1,3.0,4.0,10.0,0.0,30.0,10.0,27.0,-10.0,4.0,9.0,Killed
12024115,33.0,10.0,-10.0,0,3.0,4.0,10.0,0.0,30.0,10.0,27.0,-10.0,4.0,9.0,Killed
12026080,28.0,9.0,-10.0,0,2.0,1.0,0.0,10.0,30.0,10.0,0.0,10.0,5.0,-1.0,Killed
12024769,56.0,9.0,-10.0,1,3.0,4.0,10.0,0.0,30.0,10.0,27.0,-10.0,4.0,5.0,Killed
12030879,80.0,10.0,-10.0,0,3.0,4.0,10.0,0.0,30.0,8.0,27.0,-10.0,4.0,5.0,Killed
11994300,44.0,9.0,10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11860954,38.0,6.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11819388,24.0,5.0,0.0,1,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11745062,70.0,3.0,-10.0,0,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,9.0,Injured
11835077,45.0,5.0,0.0,0,1.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11865271,63.0,7.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11888255,20.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11766973,51.0,5.0,-10.0,0,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,5.0,Injured
11930396,20.0,1.0,-10.0,0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,-1.0,Injured
11861072,51.0,3.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11555267,25.0,10.0,-10.0,1,3.0,1.0,10.0,0.0,20.0,3.0,34.0,-10.0,4.0,9.0,Injured
11544049,18.0,7.0,0.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11821577,36.0,1.0,9.0,0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,8.0,3.0,-1.0,Injured
11870261,46.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11938604,37.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12001385,69.0,9.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11789356,25.0,5.0,20.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11750276,35.0,1.0,9.0,0,2.0,1.0,0.0,3.0,20.0,5.0,0.0,8.0,3.0,-1.0,Injured
11838009,58.0,3.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12010947,49.0,6.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11755219,3.0,1.0,6.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11748925,60.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11796198,33.0,5.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11862304,26.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11962029,55.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11846723,32.0,9.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11987688,66.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11979333,65.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11751238,39.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11863152,28.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11777061,49.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11930216,42.0,9.0,8.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11960068,44.0,10.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11770477,28.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11814726,45.0,10.0,-10.0,1,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,5.0,Injured
11601700,57.0,3.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11790151,73.0,5.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11823936,53.0,7.0,0.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11872444,44.0,6.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12006410,25.0,1.0,9.0,0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,10.0,5.0,-1.0,Injured
11877339,19.0,3.0,-10.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11964760,20.0,7.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11752846,17.0,8.0,0.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,8.0,3.0,-1.0,Injured
12030512,36.0,7.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11982427,23.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11836849,23.0,3.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
12007165,38.0,9.0,9.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11559174,25.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11606494,66.0,7.0,9.0,0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,10.0,5.0,-1.0,Injured
11934110,31.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11800139,59.0,10.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11923378,35.0,3.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11977170,35.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11790905,39.0,10.0,0.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11762737,24.0,8.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11885157,42.0,5.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,3.0,Injured
11835354,32.0,7.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11990675,65.0,9.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11894192,29.0,3.0,0.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11970729,19.0,5.0,9.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11851472,26.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11940463,32.0,8.0,9.0,1,2.0,1.0,0.0,3.0,30.0,3.0,0.0,8.0,3.0,-1.0,Injured
12006358,25.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11774400,48.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11979600,28.0,5.0,-10.0,1,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,9.0,Injured
11815015,59.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11597359,34.0,7.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11934884,52.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11590974,40.0,9.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11777353,51.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11825623,22.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,3.0,-1.0,Injured
11914801,68.0,6.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11955812,24.0,3.0,8.0,0,2.0,1.0,0.0,10.0,30.0,7.0,0.0,10.0,5.0,-1.0,Injured
11950544,7.0,9.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11932873,5.0,10.0,-10.0,0,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,2.0,Injured
11869032,24.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11548047,34.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11577881,40.0,7.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12014802,37.0,5.0,0.0,0,4.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11881668,54.0,5.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11581857,25.0,3.0,0.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11958023,70.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11793391,28.0,5.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11859427,21.0,5.0,0.0,0,1.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11971636,68.0,3.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11790874,25.0,9.0,8.0,0,4.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11862012,18.0,10.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,5.0,0.0,6.0,3.0,-1.0,Injured
12025250,25.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11837219,42.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11758278,70.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11765024,54.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11949632,42.0,3.0,0.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11993755,54.0,7.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11825030,9.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11610248,43.0,7.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,5.0,0.0,6.0,3.0,-1.0,Injured
11843719,30.0,3.0,0.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11894980,65.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11943566,24.0,9.0,8.0,1,4.0,1.0,0.0,10.0,20.0,3.0,0.0,7.0,3.0,-1.0,Injured
11940111,56.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11952578,23.0,3.0,7.0,0,1.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11999133,28.0,10.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
12005225,29.0,3.0,7.0,0,1.0,1.0,0.0,10.0,20.0,3.0,0.0,7.0,5.0,-1.0,Injured
11906337,21.0,3.0,0.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,7.0,5.0,-1.0,Injured
11924554,31.0,10.0,0.0,0,2.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11963951,64.0,8.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11553666,35.0,5.0,8.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11765513,43.0,8.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11969264,48.0,9.0,-10.0,0,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,5.0,Injured
11994204,29.0,3.0,10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11917153,50.0,5.0,-10.0,0,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,5.0,Injured
11612919,20.0,5.0,9.0,1,2.0,1.0,0.0,3.0,20.0,5.0,0.0,8.0,3.0,-1.0,Injured
11770789,32.0,9.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11924950,57.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12002648,48.0,3.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11588900,40.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11934704,28.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11753113,21.0,5.0,10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11887356,58.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11579166,63.0,3.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
11995562,29.0,3.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11976133,36.0,8.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11924967,23.0,3.0,9.0,1,2.0,1.0,0.0,10.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11936026,35.0,1.0,-10.0,1,2.0,1.0,0.0,3.0,0.0,3.0,0.0,8.0,3.0,-1.0,Injured
12015502,26.0,3.0,0.0,0,4.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11938641,35.0,10.0,0.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11967039,40.0,5.0,7.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11789792,26.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11769615,62.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,1.0,0.0,10.0,5.0,-1.0,Injured
11787909,10.0,3.0,-10.0,0,3.0,4.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,9.0,Injured
11539503,1.0,10.0,6.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11958932,26.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11955069,53.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11785118,27.0,8.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11974405,17.0,10.0,-10.0,0,3.0,5.0,40.0,0.0,20.0,3.0,27.0,-10.0,4.0,4.0,Injured
11928112,18.0,3.0,10.0,0,2.0,1.0,0.0,5.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11844446,48.0,7.0,0.0,0,4.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11993407,43.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
12006695,44.0,3.0,-10.0,0,2.0,4.0,10.0,3.0,20.0,3.0,10.0,10.0,1.0,3.0,Injured
11845831,49.0,5.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11562038,37.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11920158,36.0,3.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11759952,38.0,7.0,-10.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11769918,26.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11775582,18.0,5.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11876131,40.0,10.0,-10.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12023031,41.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11846532,38.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11942894,42.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11606545,33.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11886210,25.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11772849,23.0,5.0,-10.0,1,3.0,5.0,10.0,0.0,20.0,3.0,36.0,-10.0,4.0,4.0,Injured
11874694,19.0,10.0,0.0,0,4.0,1.0,0.0,10.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11953534,2.0,7.0,6.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,6.0,3.0,-1.0,Injured
11887180,58.0,3.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11862765,48.0,10.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11859747,26.0,8.0,9.0,1,2.0,1.0,0.0,3.0,0.0,1.0,0.0,8.0,3.0,-1.0,Injured
11626861,61.0,3.0,9.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,6.0,3.0,-1.0,Injured
11817419,57.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12017544,48.0,8.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11853924,34.0,3.0,0.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11957964,37.0,5.0,9.0,0,2.0,1.0,0.0,3.0,30.0,3.0,0.0,10.0,5.0,-1.0,Injured
11756455,17.0,5.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11885275,16.0,9.0,0.0,0,4.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11855891,24.0,1.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
12029529,60.0,5.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11900491,53.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
11893248,17.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11911138,22.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11566229,56.0,7.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11589381,52.0,7.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12000394,22.0,3.0,-10.0,0,4.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
12008323,55.0,6.0,-10.0,0,3.0,4.0,10.0,0.0,20.0,3.0,27.0,-10.0,4.0,9.0,Injured
11793475,60.0,1.0,-10.0,0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,10.0,3.0,-1.0,Injured
11584377,44.0,10.0,-10.0,0,3.0,5.0,10.0,0.0,20.0,3.0,10.0,-10.0,4.0,4.0,Injured
12029939,71.0,3.0,9.0,1,2.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11566929,18.0,3.0,7.0,0,1.0,1.0,0.0,3.0,20.0,3.0,0.0,10.0,5.0,-1.0,Injured
11764408,34.0,10.0,9.0,0,2.0,1.0,0.0,3.0,20.0,3.0,0.0,8.0,3.0,-1.0,Injured
