,CRASH_DATE,CRASH_TIME,PERSON_AGE,BODILY_INJURY,SAFETY_EQUIPMENT,PERSON_SEX,PERSON_TYPE,PED_LOCATION,CONTRIBUTING_FACTOR_2,EJECTION,COMPLAINT,EMOTIONAL_STATUS,CONTRIBUTING_FACTOR_1,POSITION_IN_VEHICLE,PERSON_INJURY
4808,1,3,53.0,4,1,1,1,1,1,1,0,0,1,1,0
4809,1,3,45.0,7,4,0,0,0,0,0,0,0,0,3,0
4810,1,3,64.0,8,6,1,0,0,0,0,10,0,0,0,0
4811,1,3,15.0,1,4,0,0,0,0,0,0,0,0,2,0
4812,1,3,25.0,4,1,0,1,1,1,1,0,0,5,1,0
4813,1,3,20.0,2,5,0,2,0,0,0,0,0,0,0,0
4814,1,3,14.0,4,1,0,1,3,1,1,8,0,3,1,0
4815,1,3,22.0,7,5,0,2,0,0,0,0,0,0,0,0
4816,1,3,31.0,5,7,0,2,0,0,0,0,0,0,0,0
4817,1,3,45.0,7,0,0,0,0,0,0,0,0,0,2,0
4818,1,3,7.0,0,0,1,0,0,0,0,0,0,0,8,0
4819,1,3,7.0,0,0,1,0,0,0,0,0,0,0,8,0
4820,1,3,9.0,0,0,0,0,0,0,0,0,0,0,8,0
4821,1,3,45.0,0,0,1,0,0,0,0,0,0,0,2,0
4822,1,3,35.0,11,0,0,0,0,0,0,10,0,0,6,0
4823,1,4,25.0,3,1,1,1,1,1,1,0,0,1,1,0
4824,1,4,33.0,3,1,0,1,1,1,1,0,0,1,1,0
4825,1,4,27.0,4,5,0,2,0,0,0,2,0,0,0,0
4826,1,4,26.0,1,5,0,2,0,0,0,0,0,0,0,0
4827,1,4,18.0,4,4,0,0,0,0,5,0,0,0,4,0
4828,1,4,54.0,1,6,0,0,0,0,0,0,0,0,0,0
4829,1,4,19.0,0,0,0,0,0,0,0,2,0,0,0,0
4830,1,4,5.0,9,12,1,0,0,0,0,1,0,0,5,0
4831,1,4,63.0,3,1,0,1,1,1,1,2,0,1,1,0
4832,1,4,52.0,7,0,1,0,0,0,0,2,0,0,5,0
4833,1,4,32.0,7,0,1,0,0,0,0,2,0,0,2,0
4834,1,4,68.0,7,0,0,0,0,0,0,2,0,0,7,0
4835,1,4,32.0,7,0,1,0,0,0,0,2,0,0,0,0
4836,1,4,9.0,2,1,0,1,1,1,1,0,0,2,1,0
4837,1,5,29.0,5,4,0,0,0,0,0,1,0,0,0,0
4838,1,5,18.0,4,14,0,0,0,0,0,8,0,0,2,0
4839,1,5,27.0,0,0,1,0,0,0,0,2,0,0,2,0
4840,1,5,24.0,7,0,0,0,0,0,0,0,0,0,0,0
4841,1,5,33.0,7,0,0,0,0,0,0,0,0,0,0,0
4842,1,5,28.0,2,6,0,0,0,0,0,0,0,0,0,0
4843,1,5,52.0,7,6,0,0,0,0,0,0,0,0,0,0
4844,1,5,43.0,7,0,1,0,0,0,0,0,0,0,2,0
4845,1,5,38.0,0,0,1,0,0,0,0,0,0,0,0,0
4846,1,5,17.0,0,6,0,0,0,0,0,0,0,0,5,0
4847,1,5,20.0,0,6,0,0,0,0,0,0,0,0,2,0
4848,1,5,66.0,4,1,1,1,1,1,1,0,0,1,1,0
4849,1,5,33.0,7,0,0,0,0,0,0,0,0,0,0,0
4850,1,5,20.0,1,0,0,0,0,0,0,2,0,0,2,0
4851,1,5,37.0,7,0,0,0,0,0,0,0,0,0,3,0
4852,2,0,58.0,2,2,0,2,0,0,0,0,0,0,0,0
4853,2,0,30.0,5,0,0,0,0,0,0,0,0,0,5,0
4854,2,0,31.0,7,0,0,0,0,0,0,0,0,0,0,0
4855,2,0,16.0,0,3,0,0,0,0,0,0,0,0,2,0
4856,2,0,16.0,0,3,0,0,0,0,0,0,0,0,0,0
4857,2,0,17.0,0,3,0,0,0,0,0,0,0,0,3,0
4858,2,0,23.0,2,1,0,1,1,1,1,8,0,1,1,0
4859,2,0,21.0,4,0,0,0,0,0,0,0,0,0,0,0
4860,2,0,45.0,2,0,0,0,0,0,0,0,0,0,0,0
4861,2,1,28.0,1,0,1,0,0,0,0,0,0,0,0,0
4862,2,1,64.0,2,1,1,1,3,1,1,0,0,1,1,0
4863,2,1,76.0,3,1,1,1,1,1,1,11,2,1,1,0
4864,2,1,66.0,7,6,0,0,0,0,0,0,0,0,0,0
4865,2,1,24.0,2,5,0,2,0,0,0,10,0,0,0,0
4866,2,2,84.0,5,1,1,1,1,1,1,1,3,1,1,1
4867,2,2,45.0,1,1,1,1,1,2,1,2,0,1,1,0
4868,2,2,35.0,7,4,0,0,0,0,0,0,0,0,0,0
4869,2,2,51.0,5,0,0,0,0,0,0,0,0,0,0,0
4870,2,2,26.0,7,0,0,0,0,0,0,10,0,0,0,0
4871,2,2,32.0,9,0,1,0,0,0,0,0,0,0,5,0
4872,2,2,33.0,1,0,0,0,0,0,0,2,0,0,0,0
4873,2,2,61.0,1,0,1,0,0,0,0,2,0,0,0,0
4874,2,2,62.0,5,0,1,0,0,0,0,0,0,0,0,0
4875,2,2,29.0,3,7,0,0,0,0,0,1,0,0,0,0
4876,2,2,39.0,0,0,1,0,0,0,0,0,0,0,0,0
4877,2,2,58.0,8,4,1,0,0,0,0,0,0,0,2,0
4878,2,2,34.0,4,6,0,0,0,0,0,0,0,0,2,0
4879,2,2,56.0,0,0,1,0,0,0,0,9,0,0,0,0
4880,2,2,57.0,0,0,1,0,0,0,0,9,0,0,6,0
4881,2,2,48.0,11,0,0,0,0,0,0,10,4,0,0,0
4882,2,2,30.0,7,6,0,0,0,0,0,0,0,0,0,0
4883,2,2,73.0,1,4,1,0,0,0,0,0,0,0,3,0
4884,2,2,41.0,6,6,0,0,0,0,0,0,0,0,0,0
4885,2,2,27.0,3,1,1,1,1,1,1,0,0,3,1,0
4886,2,3,31.0,7,4,0,0,0,0,0,0,0,0,0,0
4887,2,3,40.0,0,4,0,0,0,0,0,0,0,0,0,0
4888,2,3,51.0,6,1,0,1,4,1,1,10,0,1,1,0
4889,2,3,55.0,4,1,1,1,1,1,1,0,0,1,1,0
4890,2,3,35.0,1,1,0,1,1,1,1,0,0,1,1,0
4891,2,3,58.0,0,0,0,0,0,0,0,0,0,0,0,0
4892,2,3,31.0,2,0,1,0,0,0,0,0,0,0,3,0
4893,2,3,26.0,8,1,1,1,1,1,1,0,0,1,1,0
4894,2,3,11.0,5,1,0,1,1,1,1,0,2,1,1,0
4895,2,3,40.0,0,1,1,1,1,1,1,3,0,1,1,0
4896,2,3,42.0,6,0,1,0,0,0,0,0,0,0,0,0
4897,2,3,89.0,5,1,1,1,4,1,1,1,0,1,1,0
4898,2,3,63.0,7,4,0,0,0,0,0,0,0,0,0,0
4899,2,3,38.0,1,4,0,0,0,0,0,0,0,0,0,0
4900,2,3,47.0,5,1,0,1,3,1,1,7,0,3,1,0
4901,2,3,33.0,5,0,0,0,0,0,0,0,0,0,5,0
4902,2,3,61.0,1,1,0,1,1,1,1,0,0,1,1,0
4903,2,3,35.0,4,1,1,1,3,1,1,2,0,1,1,0
4904,2,3,63.0,2,0,1,0,0,0,0,2,0,0,6,0
4905,2,3,30.0,2,0,1,0,0,0,0,2,0,0,0,0
4906,2,3,46.0,7,1,0,1,3,1,1,0,0,1,1,0
4907,2,4,31.0,4,9,0,2,0,0,0,0,0,0,0,0
4908,2,4,61.0,3,4,0,0,0,0,0,0,0,0,0,0
4909,2,4,65.0,5,1,0,1,1,1,1,1,0,1,1,0
4910,2,4,27.0,2,1,1,1,1,1,1,0,0,1,1,0
4911,2,4,41.0,2,0,0,0,0,0,0,0,0,0,0,0
4912,2,4,19.0,6,1,0,1,1,1,1,0,0,1,1,0
4913,2,4,4.0,9,8,0,0,0,0,0,1,0,0,5,0
4914,2,4,4.0,5,1,0,1,1,1,1,0,0,1,1,0
4915,2,4,29.0,1,6,1,0,0,0,0,0,0,0,0,0
4916,2,4,25.0,0,0,1,0,0,0,0,0,0,0,2,0
4917,2,4,34.0,0,6,0,0,0,0,0,0,4,0,0,0
4918,2,5,24.0,0,4,0,0,0,0,0,0,0,0,0,0
4919,2,5,47.0,4,4,1,0,0,0,0,2,0,0,0,0
4920,2,5,34.0,2,4,0,0,0,0,0,0,0,0,0,0
4921,2,5,26.0,6,5,1,0,0,0,3,0,0,0,5,0
4922,2,5,31.0,7,1,1,1,1,5,1,0,0,3,1,0
4923,2,5,52.0,4,4,1,0,0,0,0,2,0,0,2,0
4924,2,5,77.0,5,0,1,0,0,0,0,1,0,0,0,0
4925,2,5,23.0,5,0,0,0,0,0,0,0,0,0,0,0
4926,2,5,31.0,5,5,0,2,0,0,0,3,0,0,0,0
4927,2,5,26.0,7,4,1,0,0,0,0,0,0,0,7,0
4928,2,5,20.0,4,4,0,0,0,0,0,0,0,0,5,0
4929,2,5,36.0,7,4,0,0,0,0,0,0,0,0,3,0
4930,2,5,27.0,0,5,0,0,0,0,0,0,0,0,5,0
4931,2,5,31.0,1,0,0,0,0,0,0,0,0,0,2,0
4932,2,5,33.0,0,0,0,0,0,0,0,0,0,0,0,0
4933,2,0,34.0,1,6,0,0,0,0,0,1,0,0,0,0
4934,2,0,89.0,11,0,0,0,0,0,0,0,0,0,0,0
4935,2,0,24.0,7,0,1,0,0,0,0,0,0,0,0,0
4936,2,0,46.0,1,1,0,1,1,1,1,0,0,1,1,0
4937,2,1,49.0,7,4,0,0,0,0,0,0,0,0,0,0
4938,2,1,45.0,2,0,1,0,0,0,0,9,0,0,2,0
4939,2,1,27.0,7,0,0,0,0,0,0,0,0,0,0,0
4940,2,1,54.0,1,6,0,0,0,0,0,0,0,0,0,0
4941,2,1,31.0,2,1,1,1,1,1,1,7,0,1,1,0
4942,2,1,52.0,0,0,0,0,0,0,0,9,0,0,2,0
4943,2,1,46.0,5,7,0,2,0,0,0,2,0,0,0,0
4944,2,1,25.0,6,4,1,0,0,0,0,0,0,0,0,0
4945,2,1,42.0,5,6,0,0,0,0,0,0,0,0,0,0
4946,2,1,36.0,2,0,1,0,0,0,0,1,0,0,0,0
4947,2,1,32.0,1,0,0,0,0,0,0,0,0,0,0,0
4948,2,1,61.0,4,0,0,0,0,0,0,2,0,0,0,0
4949,2,1,29.0,0,0,1,0,0,0,0,0,0,0,2,0
4950,2,1,30.0,3,6,1,0,0,0,0,2,0,0,0,0
4951,2,1,67.0,5,1,1,1,3,1,1,8,5,3,1,0
4952,2,1,40.0,5,0,0,0,0,0,0,2,0,0,0,0
4953,2,1,47.0,7,0,0,0,0,0,0,10,0,0,0,0
4954,2,1,23.0,7,6,1,0,0,0,0,0,0,0,0,0
4955,2,1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
4956,2,1,43.0,5,0,1,0,0,0,0,0,0,0,0,0
4957,2,1,24.0,6,0,1,0,0,0,0,0,0,0,2,0
4958,2,1,52.0,5,3,1,0,0,0,0,4,0,0,0,0
4959,2,2,37.0,7,6,0,0,0,0,0,0,0,0,0,0
4960,2,2,29.0,2,6,1,0,0,0,0,0,0,0,0,0
4961,2,2,28.0,4,6,1,0,0,0,0,0,0,0,2,0
4962,2,2,41.0,5,6,0,0,0,0,0,0,0,0,0,0
4963,2,2,21.0,5,6,1,0,0,0,0,0,0,0,0,0
4964,2,2,54.0,5,5,1,0,0,0,0,0,0,0,2,0
4965,2,2,30.0,0,6,1,0,0,0,0,0,0,0,2,0
4966,2,2,46.0,1,6,0,0,0,0,0,0,0,0,0,0
4967,2,2,63.0,4,6,0,0,0,0,0,0,0,0,0,0
4968,2,2,68.0,7,0,0,0,0,0,0,0,0,0,0,0
4969,2,2,66.0,6,1,1,1,1,1,1,8,0,1,1,0
4970,2,2,45.0,4,1,0,1,4,1,1,0,3,1,1,0
4971,2,2,65.0,0,0,1,0,0,0,0,0,0,0,2,0
4972,2,3,35.0,4,5,0,2,0,0,0,0,0,0,0,0
4973,2,3,70.0,8,0,0,0,0,0,0,0,0,0,0,0
4974,2,3,62.0,4,3,0,0,0,0,0,12,0,0,0,0
4975,2,3,38.0,3,1,1,1,1,1,1,0,3,1,1,0
4976,2,3,4.0,5,1,0,1,1,1,1,7,0,1,1,0
4977,2,3,24.0,0,6,1,0,0,0,0,0,0,0,0,0
4978,2,3,28.0,2,6,1,0,0,0,0,0,0,0,0,0
4979,2,3,34.0,4,5,0,2,0,0,0,0,0,0,0,0
4980,2,3,14.0,3,1,1,1,1,1,1,3,0,8,1,0
4981,2,3,40.0,2,1,1,1,1,1,1,0,0,1,1,0
4982,2,3,59.0,7,0,1,0,0,0,0,2,0,0,0,0
4983,2,3,23.0,7,0,0,0,0,0,0,0,0,0,0,0
4984,2,3,40.0,8,0,1,0,0,0,0,2,0,0,2,0
4985,2,3,33.0,1,1,0,1,3,1,1,0,0,6,1,0
4986,2,3,29.0,0,0,1,0,0,0,0,0,0,0,5,0
4987,2,3,39.0,5,0,1,0,0,0,0,0,0,0,0,0
4988,2,3,29.0,2,7,1,2,0,0,3,8,0,0,0,0
4989,2,3,29.0,0,5,0,0,0,0,0,9,0,0,8,0
4990,2,3,32.0,7,0,0,0,0,0,0,0,6,0,0,0
4991,2,3,27.0,4,1,1,1,1,1,1,0,0,1,1,0
4992,2,3,33.0,7,5,0,0,0,0,0,0,0,0,2,0
4993,2,4,45.0,5,1,0,1,1,1,1,0,0,1,1,0
4994,2,4,44.0,0,0,0,0,0,0,0,0,0,0,0,0
4995,2,4,44.0,7,0,1,0,0,0,0,10,0,0,2,0
4996,2,4,31.0,5,4,0,0,0,0,0,1,0,0,3,0
4997,2,4,19.0,2,0,1,0,0,0,0,0,0,0,2,0
4998,2,4,21.0,3,0,0,0,0,0,0,0,0,0,0,0
4999,2,4,48.0,7,1,1,1,1,1,1,0,0,1,1,0
5000,2,4,22.0,3,9,0,2,0,0,3,0,3,0,0,0
5001,2,4,56.0,0,4,0,0,0,0,0,0,0,0,0,0
5002,2,4,42.0,0,4,1,0,0,0,0,0,0,0,2,0
5003,2,4,31.0,0,0,0,0,0,0,0,9,0,0,0,0
5004,2,4,49.0,4,1,0,1,1,1,1,0,0,1,1,0
5005,2,4,24.0,2,1,1,1,1,1,1,3,0,1,1,0
5006,2,5,24.0,4,1,1,1,1,1,1,3,0,1,1,0
5007,2,5,24.0,2,0,0,0,0,0,0,1,0,0,0,0
5008,2,5,24.0,4,1,0,1,1,1,1,8,0,1,1,0
5009,2,5,50.0,0,0,1,0,0,0,0,0,0,0,0,0
5010,2,5,52.0,8,0,0,0,0,0,0,0,0,0,0,0
5011,2,5,30.0,1,0,0,0,0,0,0,0,0,0,2,0
5012,2,5,62.0,8,4,0,0,0,0,0,0,0,0,0,0
5013,2,5,34.0,6,0,0,0,0,0,0,2,0,0,0,0
5014,2,5,26.0,7,0,0,0,0,0,0,1,0,0,0,0
5015,2,5,54.0,3,6,0,0,0,0,0,0,0,0,0,0
5016,2,5,28.0,0,0,1,0,0,0,0,0,0,0,5,0
5017,2,5,53.0,12,0,0,0,0,0,0,2,0,0,2,0
5018,2,5,25.0,6,0,1,0,0,0,0,8,0,0,2,0
5019,2,5,23.0,5,0,0,0,0,0,0,0,0,0,0,0
5020,2,5,1.0,5,5,0,0,0,0,0,3,0,0,5,0
5021,2,5,24.0,5,6,1,0,0,0,0,0,0,0,3,0
5022,2,5,35.0,7,0,0,0,0,0,0,2,0,0,0,0
5023,2,5,24.0,7,0,1,0,0,0,0,0,0,0,2,0
5024,2,5,25.0,5,13,0,0,0,0,0,9,0,0,0,0
5025,2,5,32.0,0,0,0,0,0,0,0,0,0,0,0,0
5026,2,5,25.0,0,0,1,0,0,0,0,2,0,0,2,0
5027,2,5,35.0,11,0,0,0,0,0,0,2,0,0,0,0
5028,2,5,40.0,5,13,1,0,0,0,0,9,0,0,0,0
5029,2,0,76.0,5,0,0,0,0,0,0,0,0,0,0,0
5030,2,0,46.0,5,0,0,0,0,0,0,0,0,0,0,0
5031,2,0,22.0,5,5,0,0,0,0,0,0,0,0,0,0
5032,2,0,25.0,4,5,1,0,0,0,0,0,0,0,2,0
5033,2,0,23.0,10,5,0,0,0,0,0,0,0,0,3,0
5034,2,0,36.0,1,6,0,0,0,0,0,0,0,0,2,0
5035,2,0,34.0,1,0,0,0,0,0,0,0,0,0,0,0
5036,2,0,34.0,0,4,0,0,0,0,0,0,5,0,0,0
5037,2,0,27.0,0,4,0,0,0,0,0,0,0,0,0,0
5038,2,0,29.0,11,1,0,1,4,1,1,10,6,1,1,0
5039,2,0,57.0,2,6,0,0,0,0,0,0,0,0,0,0
5040,2,0,42.0,5,0,1,0,0,0,0,0,0,0,0,0
5041,2,0,28.0,1,1,0,1,3,1,1,0,0,1,1,0
5042,2,0,60.0,5,0,0,0,0,0,0,0,0,0,0,0
5043,2,1,74.0,0,0,1,0,0,0,0,0,0,0,2,0
5044,2,1,36.0,3,1,0,1,1,1,1,2,0,1,1,0
5045,2,1,59.0,4,1,0,1,3,1,1,0,0,1,1,0
5046,2,1,56.0,5,0,0,0,0,0,0,0,0,0,0,0
5047,2,1,44.0,2,7,0,2,0,0,0,0,0,0,0,0
5048,2,1,6.0,5,1,0,1,3,1,1,12,1,1,1,1
5049,2,1,35.0,1,1,0,1,1,1,1,8,0,1,1,0
5050,2,1,68.0,5,0,1,0,0,0,0,10,0,0,0,0
5051,2,1,30.0,5,1,1,1,1,1,1,17,0,1,1,0
5052,2,1,49.0,7,6,1,0,0,0,0,0,0,0,0,0
5053,2,1,35.0,7,6,0,0,0,0,0,0,0,0,0,0
5054,2,1,3.0,11,8,1,0,0,0,0,10,3,0,3,0
5055,2,1,2.0,11,8,0,0,0,0,0,10,3,0,5,0
5056,2,1,53.0,3,4,1,0,0,0,0,0,0,0,3,0
5057,2,1,54.0,7,4,0,0,0,0,0,0,0,0,6,0
5058,2,1,40.0,7,4,1,0,0,0,0,0,0,0,0,0
5059,2,1,24.0,5,0,1,0,0,0,0,9,3,0,0,0
5060,2,1,28.0,1,0,0,0,0,0,0,0,0,0,2,0
5061,2,1,29.0,5,0,0,0,0,0,0,0,0,0,0,0
5062,2,1,30.0,5,4,1,0,0,0,0,0,0,0,0,0
5063,2,1,27.0,1,0,1,0,0,0,0,0,0,0,0,0
5064,2,1,29.0,6,0,1,0,0,0,0,0,0,0,3,0
5065,2,1,18.0,7,4,1,0,0,0,0,2,0,0,2,0
5066,2,1,38.0,4,5,0,2,0,0,3,8,0,0,0,0
5067,2,1,44.0,4,1,1,1,3,1,1,0,0,21,1,0
5068,2,1,86.0,2,1,0,1,1,1,1,2,0,1,1,0
5069,2,1,45.0,0,0,0,0,0,0,0,0,0,0,0,0
5070,2,1,73.0,8,3,1,0,0,0,0,0,0,0,0,0
5071,2,1,60.0,5,0,1,0,0,0,0,0,6,0,0,0
5072,2,1,61.0,8,3,0,0,0,0,0,0,6,0,2,0
5073,2,1,77.0,0,0,0,0,0,0,0,0,0,0,2,0
5074,2,1,21.0,7,5,0,0,0,0,0,0,0,0,4,0
5075,2,2,38.0,7,6,1,0,0,0,0,0,0,0,0,0
5076,2,2,34.0,7,6,1,0,0,0,0,2,0,0,3,0
5077,2,2,50.0,7,0,0,0,0,0,0,0,0,0,0,0
5078,2,2,27.0,5,4,1,0,0,0,0,0,0,0,0,0
5079,2,2,45.0,8,0,0,0,0,0,0,0,0,0,0,0
5080,2,2,26.0,1,1,0,1,3,1,1,0,0,1,1,0
5081,2,2,20.0,6,0,1,0,0,0,0,0,0,0,0,0
5082,2,2,35.0,5,4,0,0,0,0,0,0,0,0,2,0
5083,2,2,50.0,4,0,0,0,0,0,0,0,0,0,0,0
5084,2,2,47.0,2,2,0,2,0,0,0,0,0,0,0,0
5085,2,2,23.0,4,0,0,0,0,0,0,0,0,0,0,0
5086,2,2,81.0,4,1,0,1,1,1,1,0,3,1,1,0
5087,2,3,41.0,4,5,1,2,0,0,0,3,0,0,0,0
5088,2,3,30.0,6,4,0,0,0,0,0,0,0,0,0,0
5089,2,3,69.0,4,6,1,0,0,0,0,2,0,0,0,0
5090,2,3,34.0,8,6,1,0,0,0,0,2,0,0,0,0
5091,2,3,53.0,0,6,1,0,0,0,0,10,3,0,0,0
5092,2,3,26.0,0,6,1,0,0,0,0,0,0,0,2,0
5093,2,3,29.0,7,0,0,0,0,0,0,0,0,0,0,0
5094,2,3,17.0,5,0,0,0,0,0,0,11,0,0,0,0
5095,2,3,28.0,0,6,0,0,0,0,0,9,0,0,5,0
5096,2,3,2.0,0,8,1,0,0,0,0,0,0,0,7,0
5097,2,3,39.0,7,0,1,0,0,0,0,0,0,0,0,0
5098,2,3,42.0,5,4,1,0,0,0,0,0,0,0,0,0
5099,2,3,41.0,4,0,0,0,0,0,0,3,0,0,0,0
5100,2,3,66.0,4,1,0,1,3,1,1,2,0,3,1,0
5101,2,3,77.0,7,1,0,1,1,1,1,2,0,1,1,0
5102,2,3,37.0,7,5,1,0,0,0,0,0,0,0,3,0
5103,2,3,56.0,2,1,1,1,1,1,1,0,0,1,1,0
5104,2,3,31.0,7,0,0,0,0,0,0,3,0,0,0,0
5105,2,3,31.0,4,1,0,1,1,4,1,0,3,5,1,0
5106,2,3,53.0,7,0,0,0,0,0,0,0,0,0,0,0
5107,2,3,51.0,7,6,1,0,0,0,0,0,0,0,2,0
5108,2,3,57.0,4,1,0,1,1,1,1,0,0,1,1,0
5109,2,3,33.0,7,5,1,0,0,0,0,0,0,0,0,0
5110,2,3,31.0,5,1,1,1,1,4,1,0,0,5,1,0
5111,2,3,38.0,2,7,0,0,0,0,4,0,0,0,0,0
5112,2,3,62.0,1,4,1,0,0,0,0,0,0,0,0,0
5113,2,3,54.0,4,0,1,0,0,0,0,0,0,0,0,0
5114,2,3,45.0,0,4,0,0,0,0,0,0,0,0,0,0
5115,2,3,28.0,1,6,1,0,0,0,0,0,0,0,5,0
5116,2,3,33.0,6,4,1,0,0,0,0,0,0,0,0,0
5117,2,3,41.0,7,0,0,0,0,0,0,0,0,0,0,0
5118,2,3,55.0,4,1,1,1,1,1,1,7,0,1,1,0
5119,2,3,32.0,4,5,0,0,0,0,0,0,0,0,4,0
5120,2,3,31.0,4,5,1,0,0,0,0,0,0,0,4,0
5121,2,3,27.0,7,4,0,0,0,0,0,0,0,0,0,0
5122,2,3,34.0,7,6,1,0,0,0,0,0,0,0,0,0
5123,2,3,30.0,5,2,0,0,0,0,3,1,0,0,9,0
5124,2,3,31.0,4,1,1,1,1,1,1,3,0,1,1,0
5125,2,3,33.0,10,1,1,1,3,1,1,3,0,3,1,0
5126,2,3,31.0,8,1,0,1,1,1,1,6,0,1,1,1
5127,2,3,29.0,5,0,1,0,0,0,0,9,0,0,6,0
5128,2,3,43.0,5,0,0,0,0,0,0,9,0,0,0,0
5129,2,3,29.0,4,5,0,2,0,0,0,0,0,0,0,0
5130,2,3,66.0,1,1,1,1,3,1,1,2,0,22,1,0
5131,2,3,19.0,10,4,1,0,0,0,0,0,0,0,6,0
5132,2,4,25.0,5,0,1,0,0,0,0,0,0,0,2,0
5133,2,4,50.0,7,0,0,0,0,0,0,9,0,0,0,0
5134,2,4,27.0,4,0,0,0,0,0,0,3,0,0,5,0
5135,2,4,52.0,4,1,1,1,1,1,1,0,0,1,1,0
5136,2,4,30.0,7,0,1,0,0,0,0,0,0,0,3,0
5137,2,4,57.0,4,1,1,1,3,3,1,0,0,14,1,0
5138,2,4,31.0,0,4,0,0,0,0,0,0,0,0,0,0
5139,2,4,27.0,5,4,0,0,0,0,0,0,0,0,0,0
5140,2,4,42.0,7,4,1,0,0,0,0,0,0,0,0,0
5141,2,4,63.0,7,0,0,0,0,0,0,0,0,0,0,0
5142,2,4,33.0,5,4,0,0,0,0,0,0,0,0,0,0
5143,2,4,25.0,7,0,1,0,0,0,0,0,0,0,0,0
5144,2,4,31.0,5,0,1,0,0,0,0,0,0,0,2,0
5145,2,5,51.0,3,1,0,1,1,1,1,10,0,23,1,0
5146,2,5,24.0,5,0,0,0,0,0,0,0,0,0,2,0
5147,2,5,19.0,4,0,1,0,0,0,0,0,0,0,2,0
5148,2,5,21.0,7,4,1,0,0,0,0,3,3,0,0,0
5149,2,5,23.0,4,0,1,0,0,0,0,3,0,0,0,0
5150,2,5,49.0,4,4,0,0,0,0,0,0,0,0,0,0
5151,2,5,18.0,8,6,1,0,0,0,0,0,0,0,0,0
5152,2,5,17.0,8,6,1,0,0,0,0,2,0,0,2,0
5153,2,5,26.0,3,1,1,1,1,1,1,0,0,1,1,0
5154,2,5,12.0,1,0,1,0,0,0,0,2,0,0,5,0
5155,2,5,22.0,4,0,0,0,0,0,0,2,0,0,0,0
5156,2,5,30.0,11,0,1,0,0,0,0,10,0,0,0,0
5157,2,5,63.0,3,1,1,1,1,1,1,0,0,1,1,0
5158,2,5,18.0,0,4,0,0,0,0,0,2,0,0,5,0
5159,2,5,52.0,7,0,1,0,0,0,0,0,0,0,0,0
5160,2,5,47.0,4,1,1,1,1,1,1,0,0,1,1,0
5161,2,5,37.0,3,5,0,2,0,0,3,0,0,0,0,0
5162,2,5,18.0,8,0,1,0,0,0,0,2,0,0,2,0
5163,2,5,40.0,4,1,0,1,4,1,1,0,0,1,1,0
5164,2,5,63.0,5,0,0,0,0,0,0,0,0,0,0,0
5165,2,5,37.0,2,4,0,0,0,0,0,0,0,0,0,0
5166,2,5,62.0,1,0,1,0,0,0,0,0,0,0,5,0
5167,2,0,19.0,1,0,0,0,0,0,0,2,0,0,0,0
5168,2,0,21.0,0,0,0,0,0,0,0,2,0,0,0,0
5169,2,0,20.0,0,3,0,0,0,0,0,2,0,0,2,0
5170,2,0,17.0,3,3,1,0,0,0,4,2,0,0,2,0
5171,2,0,18.0,0,3,1,0,0,0,0,2,0,0,3,0
5172,2,0,49.0,11,0,0,0,0,0,0,10,6,0,0,0
5173,2,0,48.0,5,1,1,1,1,1,1,0,0,1,1,0
5174,2,0,36.0,2,0,0,0,0,0,0,1,0,0,0,0
5175,2,0,35.0,3,0,0,0,0,0,0,0,0,0,0,0
5176,2,0,70.0,5,1,0,1,1,1,1,1,0,1,1,0
5177,2,0,35.0,0,0,1,0,0,0,0,2,0,0,0,0
5178,2,0,55.0,1,0,0,0,0,0,0,2,0,0,2,0
5179,2,1,51.0,1,0,1,0,0,0,0,0,0,0,0,0
5180,2,1,25.0,2,0,0,0,0,0,0,2,0,0,0,0
5181,2,1,39.0,7,0,0,0,0,0,0,0,0,0,6,0
5182,2,1,19.0,3,1,0,1,1,1,1,7,0,1,1,0
5183,2,1,86.0,4,1,0,1,1,1,1,8,0,1,1,0
5184,2,1,26.0,0,6,1,0,0,0,0,2,0,0,2,0
5185,2,1,60.0,0,4,1,0,0,0,0,0,0,0,3,0
5186,2,1,31.0,7,4,0,0,0,0,0,10,6,0,0,0
5187,2,1,44.0,0,0,1,0,0,0,0,0,0,0,5,0
5188,2,1,74.0,1,6,0,0,0,0,0,0,0,0,0,0
5189,2,1,49.0,5,6,0,0,0,0,0,0,0,0,0,0
5190,2,1,36.0,4,6,0,0,0,0,0,2,0,0,0,0
5191,2,1,57.0,4,5,1,0,0,0,0,9,0,0,3,0
5192,2,1,22.0,4,4,0,0,0,0,0,2,3,0,0,0
5193,2,1,49.0,7,1,1,1,1,1,1,0,0,5,1,0
5194,2,2,29.0,4,1,1,1,3,1,1,0,0,1,1,0
5195,2,2,62.0,5,1,0,1,1,1,1,1,0,8,1,0
5196,2,2,35.0,7,0,0,0,0,0,0,9,0,0,0,0
5197,2,2,60.0,8,0,0,0,0,0,0,0,0,0,0,0
5198,2,2,39.0,0,0,0,0,0,0,0,0,0,0,0,0
5199,2,3,57.0,2,1,1,1,1,1,1,0,0,1,1,0
5200,2,3,44.0,4,1,1,1,1,1,1,7,0,1,1,0
5201,2,3,51.0,5,0,0,0,0,0,0,2,0,0,0,0
5202,2,3,35.0,3,5,0,2,0,0,0,0,0,0,0,0
